1.9244588561617704e-18;1.328147661294743e-18;5.963111948670274e-19;4.0657581468206416e-19;-1.3552527156068805e-20;-8.470329472543003e-20;1.1858461261560205e-19;4.2482487249920015e-20
4.789087703394566e-06;-8.873029744851609e-07;-2.338300122138408e-06;-2.7433594910946182e-06;-5.99403936604618e-06;-5.165040197997246e-06;-3.4851575746688347e-06;-3.353681500240281e-06
7.740925335499336e-06;-5.511416351643194e-07;-2.5553829731149365e-06;-3.1039146610874576e-06;-6.7287571370771695e-06;-5.712108525174479e-06;-3.291386471699302e-06;-3.2205070400908918e-06
6.8476269276639275e-06;-4.3304380394709686e-07;-2.2861635384455197e-06;-2.7606818452466397e-06;-3.96641655372414e-06;-3.238038605475257e-06;-1.059184604446541e-06;-1.095658644746347e-06
1.8806322297683505e-06;-2.890418417731704e-06;-4.834890025103694e-06;-5.254325046858354e-06;-3.986714256793791e-06;-3.2289354089466646e-06;-1.4646139206215325e-06;-1.368067371861223e-06
-3.9086456337270134e-06;-7.340415052728969e-06;-1.006515771483603e-05;-1.0480747887311402e-05;-8.981671330597057e-06;-7.427790774924934e-06;-5.457673601329501e-06;-5.025695733668336e-06
-6.06746857466283e-06;-1.0183372298447381e-05;-1.3858703680169352e-05;-1.399691157511855e-05;-1.4044684584328092e-05;-1.1455518018709025e-05;-8.6495242760871e-06;-8.072433055395356e-06
-3.7190483553669208e-06;-9.259059183872444e-06;-1.3463135412335807e-05;-1.2677140569440014e-05;-1.3808851111319565e-05;-1.0909298968998606e-05;-7.304116349238015e-06;-7.008216855032145e-06
-9.162560645563345e-07;-6.9285610880366e-06;-1.1493556720695863e-05;-9.117131752005696e-06;-9.696986561995024e-06;-7.472797881907265e-06;-3.6882036377494802e-06;-3.8082184914786758e-06
-1.8504741523376906e-06;-7.0401588517173165e-06;-1.2537594021453356e-05;-8.386837468731594e-06;-7.921726949642529e-06;-6.537329486917583e-06;-3.1438952388556333e-06;-3.3400795837518067e-06
-5.42186506317165e-06;-9.47712499354594e-06;-1.659266960620484e-05;-1.1216342959493062e-05;-1.0976231878061651e-05;-9.609128858855748e-06;-6.691400756954683e-06;-6.602055677474508e-06
-6.429420137658268e-06;-9.835440119315575e-06;-1.8479409097543273e-05;-1.2977207289418318e-05;-1.4286350139028799e-05;-1.212738945260972e-05;-9.430223734887164e-06;-9.199216364080636e-06
-2.358193309689267e-06;-5.279575875189916e-06;-1.4585855960130625e-05;-1.009974789109767e-05;-1.2595758985442438e-05;-9.808303541376416e-06;-7.18274624309721e-06;-7.345341202814643e-06
2.8967361697727998e-06;9.956427099429375e-07;-8.26904911240083e-06;-5.341789053524778e-06;-7.386485083394073e-06;-4.8470365509847505e-06;-2.41405607990874e-06;-3.264771717417949e-06
3.658887603543424e-06;3.006495199330507e-06;-6.330046759437321e-06;-4.52579125000756e-06;-5.125450929990365e-06;-3.295593774249253e-06;-1.1830564470037767e-06;-2.4432951127070913e-06
-2.7215573572737404e-07;-8.083963055622158e-07;-1.0788060647521096e-05;-8.903007808571788e-06;-8.627378579123742e-06;-7.0106854938009224e-06;-5.046366099101923e-06;-6.2644236284721195e-06
